Incident ID,Date & Time,Type of Crime,Number of Cases,Latitude,Longitude,Neighbourhood,Location
1,2023-06-01 12:34:56,Theft,14,1.349876,103.762345,Clementi,Clementi Ave 1
2,2023-07-22 09:12:34,Vandalism,5,1.315678,103.752345,Clementi,Clementi Ave 2
3,2023-05-19 14:56:23,Assault,8,1.333456,103.764567,Clementi,Clementi Ave 3
4,2023-09-03 08:23:45,Drug Offense,19,1.327890,103.756789,Clementi,Clementi Ave 4
5,2023-03-12 16:34:12,Burglary,6,1.343456,103.753456,Clementi,Clementi Ave 5
6,2023-11-11 21:45:23,Cybercrime,12,1.319876,103.761234,Clementi,Clementi Rd
7,2023-02-15 04:23:54,Domestic Violence,7,1.328765,103.769876,Clementi,Clementi West St
8,2023-10-10 11:12:33,Fraud,11,1.312345,103.755678,Clementi,Clementi St
9,2023-04-25 19:45:12,Murder,3,1.337890,103.754567,Clementi,Clementi Ave 1
10,2023-06-16 23:34:45,Theft,18,1.320987,103.763456,Clementi,Clementi Ave 2
11,2023-08-09 07:12:34,Vandalism,4,1.310123,103.750987,Clementi,Clementi Ave 3
12,2023-01-22 12:45:23,Assault,6,1.314567,103.759876,Clementi,Clementi Ave 4
13,2023-07-30 13:34:12,Drug Offense,9,1.327890,103.760987,Clementi,Clementi Ave 5
14,2023-11-20 20:45:23,Burglary,5,1.334567,103.751234,Clementi,Clementi Rd
15,2023-12-01 03:23:54,Cybercrime,8,1.312345,103.768765,Clementi,Clementi West St
16,2023-03-10 14:12:33,Domestic Violence,10,1.319876,103.765678,Clementi,Clementi St
17,2023-05-15 09:45:12,Fraud,12,1.320987,103.753456,Clementi,Clementi Ave 1
18,2023-02-28 22:34:45,Murder,2,1.337890,103.762345,Clementi,Clementi Ave 2
19,2023-04-19 11:12:34,Theft,13,1.328765,103.754567,Clementi,Clementi Ave 3
20,2023-08-21 17:45:23,Vandalism,7,1.310123,103.763456,Clementi,Clementi Ave 4
21,2023-06-28 23:34:12,Assault,9,1.320987,103.750987,Clementi,Clementi Ave 5
22,2023-12-11 14:45:23,Drug Offense,5,1.314567,103.759876,Clementi,Clementi Rd
23,2023-09-14 02:23:54,Burglary,7,1.327890,103.760987,Clementi,Clementi West St
24,2023-01-06 16:12:33,Cybercrime,15,1.319876,103.751234,Clementi,Clementi St
25,2023-10-02 11:45:12,Domestic Violence,6,1.312345,103.768765,Clementi,Clementi Ave 1
26,2023-03-18 20:34:45,Fraud,9,1.328765,103.765678,Clementi,Clementi Ave 2
27,2023-05-23 08:12:34,Murder,4,1.320987,103.753456,Clementi,Clementi Ave 3
28,2023-07-05 15:45:23,Theft,10,1.337890,103.762345,Clementi,Clementi Ave 4
29,2023-11-15 04:34:12,Vandalism,3,1.310123,103.754567,Clementi,Clementi Ave 5
30,2023-12-22 13:45:23,Assault,11,1.320987,103.763456,Clementi,Clementi Rd
31,2023-06-10 07:23:54,Drug Offense,14,1.314567,103.750987,Clementi,Clementi West St
32,2023-05-12 17:12:33,Burglary,4,1.327890,103.759876,Clementi,Clementi St
33,2023-09-21 21:45:12,Cybercrime,5,1.319876,103.760987,Clementi,Clementi Ave 1
34,2023-03-27 12:34:45,Domestic Violence,9,1.312345,103.751234,Clementi,Clementi Ave 2
35,2023-04-02 09:12:34,Fraud,13,1.328765,103.768765,Clementi,Clementi Ave 3
36,2023-08-30 22:45:23,Murder,6,1.320987,103.765678,Clementi,Clementi Ave 4
37,2023-07-08 11:34:12,Theft,2,1.337890,103.753456,Clementi,Clementi Ave 5
38,2023-02-24 18:45:23,Vandalism,4,1.310123,103.762345,Clementi,Clementi Rd
39,2023-01-13 04:23:54,Assault,8,1.320987,103.754567,Clementi,Clementi West St
40,2023-10-15 14:12:33,Drug Offense,15,1.314567,103.763456,Clementi,Clementi St
41,2023-06-25 13:45:12,Burglary,10,1.327890,103.750987,Clementi,Clementi Ave 1
42,2023-12-29 20:34:45,Cybercrime,12,1.319876,103.759876,Clementi,Clementi Ave 2
43,2023-05-05 09:12:34,Domestic Violence,6,1.312345,103.760987,Clementi,Clementi Ave 3
44,2023-07-17 22:45:23,Fraud,7,1.328765,103.751234,Clementi,Clementi Ave 4
45,2023-03-21 11:34:12,Murder,8,1.320987,103.768765,Clementi,Clementi Ave 5
46,2023-11-01 17:45:23,Theft,3,1.337890,103.765678,Clementi,Clementi Rd
47,2023-12-05 08:34:45,Vandalism,9,1.310123,103.753456,Clementi,Clementi West St
48,2023-06-15 15:12:33,Assault,11,1.320987,103.762345,Clementi,Clementi St
49,2023-05-08 19:45:12,Drug Offense,12,1.314567,103.754567,Clementi,Clementi Ave 1
50,2023-07-22 04:34:45,Burglary,5,1.327890,103.763456,Clementi,Clementi Ave 2
51,2023-09-03 11:12:34,Cybercrime,13,1.319876,103.750987,Clementi,Clementi Ave 3
52,2023-07-22 09:12:34,Vandalism,5,1.315678,103.752345,Clementi,Clementi Ave 2
53,2023-05-19 14:56:23,Assault,8,1.333456,103.764567,Clementi,Clementi Ave 3
54,2023-09-03 08:23:45,Drug Offense,19,1.327890,103.756789,Clementi,Clementi Ave 4
55,2023-03-12 16:34:12,Burglary,6,1.343456,103.753456,Clementi,Clementi Ave 5
56,2023-11-11 21:45:23,Cybercrime,12,1.319876,103.761234,Clementi,Clementi Rd
57,2023-02-15 04:23:54,Domestic Violence,7,1.328765,103.769876,Clementi,Clementi West St
58,2023-10-10 11:12:33,Fraud,11,1.312345,103.755678,Clementi,Clementi St
59,2023-04-25 19:45:12,Murder,3,1.337890,103.754567,Clementi,Clementi Ave 1
60,2023-06-16 23:34:45,Theft,18,1.320987,103.763456,Clementi,Clementi Ave 2
61,2023-08-09 07:12:34,Vandalism,4,1.310123,103.750987,Clementi,Clementi Ave 3
62,2023-01-22 12:45:23,Assault,6,1.314567,103.759876,Clementi,Clementi Ave 4
63,2023-07-30 13:34:12,Drug Offense,9,1.327890,103.760987,Clementi,Clementi Ave 5
64,2023-11-20 20:45:23,Burglary,5,1.334567,103.751234,Clementi,Clementi Rd
65,2023-12-01 03:23:54,Cybercrime,8,1.312345,103.768765,Clementi,Clementi West St
66,2023-03-10 14:12:33,Domestic Violence,10,1.319876,103.765678,Clementi,Clementi St
67,2023-05-15 09:45:12,Fraud,12,1.320987,103.753456,Clementi,Clementi Ave 1
68,2023-02-28 22:34:45,Murder,2,1.337890,103.762345,Clementi,Clementi Ave 2
69,2023-04-19 11:12:34,Theft,13,1.328765,103.754567,Clementi,Clementi Ave 3
70,2023-08-21 17:45:23,Vandalism,7,1.310123,103.763456,Clementi,Clementi Ave 4
71,2023-06-28 23:34:12,Assault,9,1.320987,103.750987,Clementi,Clementi Ave 5
72,2023-12-11 14:45:23,Drug Offense,5,1.314567,103.759876,Clementi,Clementi Rd
73,2023-09-14 02:23:54,Burglary,7,1.327890,103.760987,Clementi,Clementi West St
74,2023-01-06 16:12:33,Cybercrime,15,1.319876,103.751234,Clementi,Clementi St
75,2023-10-02 11:45:12,Domestic Violence,6,1.312345,103.768765,Clementi,Clementi Ave 1
76,2023-03-18 20:34:45,Fraud,9,1.328765,103.765678,Clementi,Clementi Ave 2
77,2023-05-23 08:12:34,Murder,4,1.320987,103.753456,Clementi,Clementi Ave 3
78,2023-07-05 15:45:23,Theft,10,1.337890,103.762345,Clementi,Clementi Ave 4
79,2023-11-15 04:34:12,Vandalism,3,1.310123,103.754567,Clementi,Clementi Ave 5
80,2023-12-22 13:45:23,Assault,11,1.320987,103.763456,Clementi,Clementi Rd
81,2023-06-10 07:23:54,Drug Offense,14,1.314567,103.750987,Clementi,Clementi West St
82,2023-05-12 17:12:33,Burglary,4,1.327890,103.759876,Clementi,Clementi St
83,2023-09-21 21:45:12,Cybercrime,5,1.319876,103.760987,Clementi,Clementi Ave 1
84,2023-03-27 12:34:45,Domestic Violence,9,1.312345,103.751234,Clementi,Clementi Ave 2
85,2023-04-02 09:12:34,Fraud,13,1.328765,103.768765,Clementi,Clementi Ave 3
86,2023-08-30 22:45:23,Murder,6,1.320987,103.765678,Clementi,Clementi Ave 4
87,2023-07-08 11:34:12,Theft,2,1.337890,103.753456,Clementi,Clementi Ave 5
88,2023-02-24 18:45:23,Vandalism,4,1.310123,103.762345,Clementi,Clementi Rd
89,2023-01-13 04:23:54,Assault,8,1.320987,103.754567,Clementi,Clementi West St
90,2023-10-15 14:12:33,Drug Offense,15,1.314567,103.763456,Clementi,Clementi St
91,2023-06-25 13:45:12,Burglary,10,1.327890,103.750987,Clementi,Clementi Ave 1
92,2023-12-29 20:34:45,Cybercrime,12,1.319876,103.759876,Clementi,Clementi Ave 2
93,2023-05-05 09:12:34,Domestic Violence,6,1.312345,103.760987,Clementi,Clementi Ave 3
94,2023-07-17 22:45:23,Fraud,7,1.328765,103.751234,Clementi,Clementi Ave 4
95,2023-03-21 11:34:12,Murder,8,1.320987,103.768765,Clementi,Clementi Ave 5
96,2023-11-01 17:45:23,Theft,3,1.337890,103.765678,Clementi,Clementi Rd
97,2023-12-05 08:34:45,Vandalism,9,1.310123,103.753456,Clementi,Clementi West St
98,2023-06-15 15:12:33,Assault,11,1.320987,103.762345,Clementi,Clementi St
99,2023-05-08 19:45:12,Drug Offense,12,1.314567,103.754567,Clementi,Clementi Ave 1
100,2023-06-01 12:34:56,Theft,14,1.349876,103.762345,Clementi,Clementi Ave 1

